image_name|caption_text
133767049.jpg| 푸른 앞치마에 뚜껑을 들어 올리는 뚜껑에 배럴 스타일 그릴을 들어 올리는 동안 다른 남자가 보는 동안 두 사람이 대형 바베큐 배럴에서 바베큐를 점검했습니다. 집게를 들고있는 동안 바베큐 오븐을 열었습니다. 파란색 바지의 한 남자가 바베큐를 요리합니다.
1337792872.jpg| 어린 소녀는 데님 드레스를 입고 갈색 테디 곰을 들고 있습니다. 장난감을 붙잡고있는 어린 소녀가 차선을 따라 내려갑니다. 소녀들이 테디 곰을 들고 길을 걷는다. 데님 드레스를 입은 어린 소녀가 길을 따라갑니다.
1338067602.jpg| 스피드 보트에 회색 셔츠를 입은 남자가 큰 물고기를 잡고 그것을 열기 시작했습니다. 회색 셔츠를 입은 남자와 흰 모자가 생선을 들고 보트에 서있는 사람. 남자는 괜찮은 크기의 물고기를 잡고 그것을 훅에서 벗고 있습니다. 배를 타고 한 남자가 방금 잡은 물고기를 풀었습니다.
1338219999.jpg| 포니 테일과 황갈색 탱크 탑을 가진 남자가 손가락에 세는 소파에 앉아 있습니다. 긴 검은 머리카락과 녹색 탱크 탑을 가진 남자가 손가락을보고 있습니다. 손가락을 바라 보는 탱크 탑의 백인. 소파에 앉아있는 녹색 탱크 탑의 남자
1338243125.jpg| 파란 바지를 입은 남자가 공장에서 일하고 있습니다. 두 노동자는 산업용 빵집에서 일합니다. 녹색 셔츠를 입은 남자가 일하고 있습니다. 공장에서 녹색 셔츠를 입은 남자
1338282180.jpg| 반바지를 가진 두 명의 젊은 매력적인 여성이 바쁜 도시의 길을 건너갑니다. 두 명의 섹시한 숙녀가 길을 건너고 있습니다. 두 소녀가 길을 건너고 있습니다. 매우 붐비는 도시 거리.
1338523142.jpg| 등산객은 물로 땅을 향해 바위가 많은 길을 걷습니다. 눈과 바위로 덮인 산을 오르는 등산객. 남자는 바위와 눈을 통해 올라갑니다. 백패커는 록키 산을 걷습니다.
133868556.jpg| 체조 선수는 여러 단계에 걸쳐 공중에서 중간에 포착됩니다. 한 여성은 체육관에서 물건을 vaulting하는 중에 있습니다. 한 여성이 큰 건물에서 체조를하고 있습니다. 여인은 금고 말 위에 금고.
133905560.jpg| 두 마리의 개, 눈 속에서 다른 개. 강아지는 눈 속에서 성인 개와 함께 연주합니다. 두 개의 노란 실험실이 눈 속에서 놀고 있습니다. 두 마리의 베이지 색 개가 눈 속에서 놀고 있습니다.
1339342911.jpg| 사막 암석의 가장자리에서 벗어나려고하는 남자. 사막에서 암석에서 뛰어 내리는 사람. 한 남자가 사막에서 바위 노두를 벗어난다. 사람이 사막을 가로 질러 달리고 있습니다.
1339596997.jpg| 드레스와 머리 스카프에있는 세 명의 여성. 머리 스카프와 긴 치마를 가진 세 명의 여성. 헤드 스카프에있는 세 명의 여성이 카메라를 검사합니다. 무슬림 여성 3 명이 카메라를보고 있습니다.
1339866098.jpg| 어린 소년과 그의 자전거는 Kuthhoop 호텔 외부에 앉아 있습니다. 자전거를 들고 부엌 밖에서 기다리는 소년. 상점 밖에서 자전거를 가진 작은 아이 소년이 호텔 옆에 자전거 옆에 앉아 있습니다.
1341077576.jpg| 개가 그를 쳐다 보는 동안 건물에 들어가는 남자. 개가 볼 때 한 남자가 적갈색 건물로 들어갑니다. 빨간 셔츠를 입은 남자가 시설에 들어갑니다. 외국 건물로 걷는 남자.
1341529446.jpg| 태양이 설정되거나 백그라운드에서 떠오르는 두 자전거 타는 사람. 태양이 떠오르면서 두 사람이 시골 길에서 자전거를 타고 있습니다. 긴 탑승의 나무 그룹 뒤에있는 햇빛. 일몰 중에 자전거를 타는 2 명.
1341787777.jpg| 갈색 개가 물 한트에서 마시려고 노력하고 있습니다. 큰 갈색 개가 스프링클러에 얼굴을 꽂고 있습니다. 갈색 개는 잔디 위의 스프링클러에서 물을 뿌립니다. 개울에서 마시는 개.
134201079.jpg| 오렌지 셔츠를 입은 남자가 사진을 찍습니다 오렌지 셔츠를 입은 남자가 사진을 찍고 있습니다. 엽서를 들고 사진을 찍는 남자 노란색 카메라를 들고있는 사람.
134206.jpg| 야구 선수들은 사람들로 가득 찬 경기장에서 경기장에서 뛰고 있습니다. 한 팀은 큰 혼잡 한 경기장에서 야구를합니다. 야구 팀에서 군중이 응원합니다. 경기장에서 게임이 진행되고 있습니다
1342407554.jpg| 모자를 쓰고 자연을 산책하는 남자와 훨씬 어린 소년. 두 아이가 숲으로가는 길을 걷습니다. 모자에있는 남자와 아이는 흙길을 걷습니다. 숲에서 하이킹하는 아버지와 아들.
1342766791.jpg| 한 소년은 다른 소년이 거리에서 녹색 기둥을 오르도록 돕고 있습니다. 어린 소년은 다른 어린 소년을 기둥 위로 밀어 넣는다. 소년은 다른 사람을 극을 위로 밀려고 노력하고 있습니다. 다른 소년을 극을 밀어 붙이는 소년.
1342780478.jpg| 드레스 셔츠와 넥타이를 가진 남자가 도넛을 판매하는 사인 앞에 서 있습니다. 한 남자는 도넛 가게 앞에 시멘트 비품 중에 서 있습니다. 사람은 도넛 가게 근처의 콘크리트 장벽 사이에 서 있습니다. 거리에서 옷을 입은 남자.
134283905.jpg| 검은 청바지와 스케이터 신발을 신은 남자가 정글 체육관을 올라갑니다. 정글 체육관 꼭대기로 오르는 어린이. 소년이 정글 체육관의 정상에 도달합니다. 청바지를 가진 소년이 등반 중입니다.
1343426964.jpg| 해적 두개골이 달린 파란색 셔츠를 입고 수영 고글을 입은 청년 어린이는 외부의 물 근처에 안경을 쓰고 있습니다. 해변에서 웃는 작은 소녀. 해변에서 어린 아이.
1343787097.jpg| 검은 조끼를 입은 두 사람이 아이들 사이에 미국 국기가있는 흰색 조끼로 아이들 앞에 서 있습니다. 하얀 가라테 셔츠를 입고 미국 국기를보고있는 어린이 그룹. 미국 깃발을 선보이는 아이들의 군중은 선생님처럼 보이는 것입니다. 가라테 의식에있는 사람들.
1344692842.jpg| 무대 시연에서 두 사람과 여자가 군중에게 무술을 시연합니다. 두 명의 무술가가 닿아 있습니다. 하나는 칼을 들고 있고, 다른 하나는 창을 들고 있습니다. 두 무술 전투기 사이의 경쟁 경기. 창을 가진 남자는 창으로 여자와 싸우는 남자.
1344701234.jpg| 사람들이 보면서 고등학교 체육관에서 두 명의 패딩 처리 된 권투 선수가 직면합니다. 두 남자가 권투 경기에서 관객을보고 있습니다. 전투 경기의 중간에 두 남자. 권투 장비를 착용하고 경기에 참여하는 두 남자.
1345459258.jpg| 백인 소년은 카메라를 보면서 음식을 준비합니다. 칼로 음식을 자르는 흰 셔츠를 입은 남자. 흰 셔츠를 입은 청년을 자르는 토마토를 자릅니다. 토마토를 자르는 청년.
1345907464.jpg| 파란 반바지를 입은 어린 소년은 호텔 리조트 비치 쇼어를 따라 바위를 오르고 있습니다. 수영 트렁크를 입은 어린 소년이 해변 옆에있는 바위를 가로 질러 걷고 있습니다. 바다 옆 바위 위에 서있는 푸른 반바지를 입은 소년. 소년이 해변 옆에 바위를 뛰어 넘고 있습니다
1346051107.jpg| 그 남자는 소화전 옆에 서서 색소폰을 연주하고 있습니다. 한 남자가 소화전 옆에 색소폰을 연주하고 있습니다. 한 남자는 황색 소화전 옆에 색소폰을 연주합니다. 한 남자는 색소폰을 연주하는 벽에 서 있습니다.
1346095724.jpg| 어류 시장의 한 남자가 황새치를 스테이크로 자르고 있습니다. 빨간색과 검은 색 셔츠를 입은 남자가 물고기를 팔고 있습니다. 남자는 황새치를 도살하고 있습니다. 남자가 황새치를 자릅니다.
134642833.jpg| 작은 소년이 과도한 크기의 빗자루가있는 집 뒤에 나무 갑판을 휩쓸고 있습니다.야생 숲이 뒤에 있습니다. 어린 소년은 갑판의 잎을 쓸어내는 재미를 가지고 있습니다. 젊은 백인 남성은 큰 빗자루로 현관을 휩쓸고 있습니다. 빗자루가있는 어린 소년은 나무가 우거진 지역에서 갑판을 쓸어냅니다.
1346529555.jpg| 요크 키는 입에 빨간 공을 잡기 위해 공중으로 뛰어 들었다. 뛰어 올라온 테리어는 입에 빨간 공이 있습니다. 레드 볼을 잡는 중간에 개. 개가 골프 공을 검색합니다.
134653574.jpg| 지저분한 부엌에서 음식을 준비하는 동안 세 소녀가 웃고 즐겁습니다. 세 명의 친절한 여성이 나중에 먹을 잔치를 준비합니다. 부엌에있는 세 명의 여성, 요리와 웃음. 세 명의 여성이 부엌 요리에 서 있습니다.
1347001782.jpg| 조깅하는 사람과 다른 보행자들은 다리를 가로 질러 저녁 산책을 즐깁니다. 사람들은 큰 다리에서 회색 선을 걷거나 달리고 있습니다. 사람들은 다리 보도에서 걷고 달리고 있습니다. 사람들은 다리를 가로 질러 우연히 산책합니다.
134724228.jpg| 두 명의 여성이 남자와 함께 비포장 도로를 걷고 있습니다. 두 소녀가 공원에서 비포장 도로를 걷고 있습니다. 두 명의 젊은 여성이 비포장 도로를 따라 걷습니다. 야외 흔적을 걷는 두 명의 여성.
134747073.jpg| 빨간 꼭대기를 착용 한 사람이 물의 가장자리를 향한 해변에서 앞으로 구부리고 있습니다. 반바지를 입은 맨발의 어린 소녀와 후퇴하는 조류를 향해 달리는 티셔츠. 해변에있는 어린 소녀가 물을 향해 달려갑니다. 일몰시 해변에서 놀고있는 어린 소녀
1347519824.jpg| 일부 청년들은 Liberty Crowns의 녹색 거품 동상을 입고 있습니다. 일부 젊은이들은 뉴욕에있는 동안 서로 사진을 찍습니다. 리버티 모자 동상을 가진 세 여자. 기차에 녹색 거품 모자 동상을 가진 몇 명의 소녀
13478218.jpg| 파란 셔츠와 녹색 모자를 입은 어린 소년이 오렌지 풍선을 날려 버립니다. 오렌지 풍선을 불고 녹색 모자를 쓰고있는 어린 아이. 낚시 모자에있는 소년이 오렌지 풍선을 불고 있습니다. 어린 아이는 오렌지 풍선을 팽창시킵니다
1348113612.jpg| 개가 수영장으로 뛰어 들어 떠 다니는 테니스 공을 회수합니다. 검은 개가 그 안에 많은 노란 공이있는 수영장으로 뛰어 들었습니다. 테니스 공 후 수영장으로 뛰어 들어 흑백 개. 개가 수영장에서 수영합니다.
1348113713.jpg| 어린 소년은 티볼 게임에서 공을 치고 나서 잘못된 길을 탔습니다. 두 아버지가 코치를보고 티볼을 연주하는 2 명의 어린 소년을 지시합니다. 세 남자가 아이들이 잔디에서 뛰어 다니는 것을보고 있습니다. 한 남자는 아이에게 공을 때린 후 어떤 방법으로 도망 칠 것인지 보여줍니다.
1348278340.jpg| 퍼지 사진은 마이크에서 남성 가수를 보여 주며 악기가 배경에 배열됩니다. 흰 양말과 검은 신발을 신는 사람이 마이크 앞에 있습니다. 배경에 악기가있는 마이크로 노래하는 남자. 파란 셔츠를 입은 사람이 손에 마이크를 들고 있습니다.
134829866.jpg| 흰 모자, 선글라스, 레드 조끼를 입은 남자가 금 수를 연주하고 있습니다. 흰색과 빨간색의 남자는 선글라스가 매우 큰 뿔을 들고 불고 있습니다. 마젠타 조끼를 착용 한 남자가 큰 수 사소프를하고 있습니다. 튜바를하는 노인
1348304997.jpg| 옆에 난간이나 사다리를 뛰어 넘는 어린 소녀. 붉은 머리를 가진 어린 아이는 트램폴린에 튀었습니다. 레일 위로 점프하는 맨발의 빨간 머리 소녀. 소녀가 트램폴린을 뛰어 넘습니다.
1348517063.jpg| 반바지를 입은 여자는 볼링장을 따라 볼링 공을 던지고 있습니다. 한 여성이 볼링장 아래로 볼링 공을 풀어줍니다. 이 여자는 볼링 경기 중에 그녀의 차례를 취하고 있습니다. 한 여자는 볼링장에서 볼링하고 있습니다.
1348517311.jpg| 황갈색 셔츠를 입은 남자가 레인 아래로 녹색 볼링 공을 보내려고합니다. 남자는 녹색 공으로 혼자 볼링하고 있습니다. 한 남자가 녹색 볼링 공을 볼링합니다. 남자는 녹색 볼링 공을 그릇에 넣습니다.
134857559.jpg| 많은 사람들을 위해 노래를 부르고 일렉트릭 기타를 연주합니다. 사람들은 무대에있는 사람들에게 음악을 연주하고 있습니다. 밴드는 바 관객에게 록 쇼를 연주합니다. 현지 바 또는 클럽에서 공연하는 밴드.
134867998.jpg| 안경과 가죽 자켓을 착용 한 아시아 남자가 가게에서 신문을 읽고 있습니다. 검은 재킷을 입은 아시아 남자는 가게 앞에서 신문을 읽고 있습니다. 여자에게서 잘라 내기 골판지 옆에 서있는 중국인 남자 그는 종이를 읽고 있으며 그녀는 미소로 그를보고 있습니다.
1348891916.jpg| 얕은 바다 물에서 달리는 가죽 끈에 황갈색 개. 가죽 끈에 젖은 개가 물을 통해 달리고 있습니다. 얕은 물을 통해 달리는 갈색 개. 흠뻑 젖은 개가 물 속에서 놀고 있습니다.
134894450.jpg| 숲이 우거진 지역에서 남자가 공중으로 뛰어 들었습니다. 셔츠가없는 남자가 햇볕이 잘 드는 숲에서 점프합니다. 셔츠가없는 남자가 통나무 위로 뛰어 들었습니다. 소년은 숲에서 뛰어 내리고 있습니다.
1348947380.jpg| 노인이 붉은 가죽 끈을 사용하여 갈색 개를 걷고 있습니다. 노인은 개를 물 근처에서 산책하기 위해 개를 데려갑니다. 물이 내려다 보이는 언덕에 남자와 개가 서 있습니다. 한 남자가 바다 근처에서 개를 걷는다.
1348957576.jpg| 남자와 여자가 땅에 앉아 보트로 둘러싸여 있습니다. 작은 보트 몇 개 옆에 앉아있는 두 사람. 남자와 여자는 보트 옆에 앉아 있습니다. 작은 보트 근처에 앉아있는 남자와 여자.
1349095760.jpg| 파란색을 입은 작은 소년은 작은 파도가 해안에 부딪 쳤을 때 해변 가장자리를 향해 맨발로 걷고 있습니다. 해변에있는 어린 소년은 바다 파도로 뛰어 들었습니다. 푸른 소년은 바다의 파도를 향해 달려갑니다. 수영 복장을 입은 어린 소년이 파도로 들어갑니다.
1349427689.jpg| 더 큰 보트에 묶인 푸른 보트에있는 소년은 물통을 덤프합니다. 어린 소년이 보트 위에 서있는 동안 용기에서 물을 부어 넣습니다. 투수를 가진 아이는 보트에서 물을 배수하고 있습니다. 젊은 남성은 작은 모터 보트에서 여분의 물을 버립니다.
134973484.jpg| 가방을 가진 남자는 두 개의 큰 건물 사이의 골목을 걷습니다. 한 남자가 동맹국을 걸어 가서 가방에서 무언가를 찾습니다. 좁은 거리를 걷는 남자. 골목길을 걷는 남자
1350418415.jpg| 한 청년은 얼굴 위에 카우보이 모자를 든 공항 좌석에 놓여 있습니다. 여자는 소파에서 긴장을 풀고 머리 위에 하얀 카우보이 모자를 썼다. 한 남자가 눈 위에 모자를 든 벤치에서 자고 있습니다. 사람이 머리에 모자를 든 공항에서 자고 있습니다.
1350811702.jpg| 어린 소년은 물 옆에 서서 낚시 막대를 옆에 다른 사람들과 함께 캐스팅했습니다. 부두에서 낚시 선을 던지는 어린 소년 흰 울타리 위로 낚시하는 사람들 다리에서 낚시를하는 아이들
1350936809.jpg| 건물의 계단에 그림자에 앉아있는 남자. 샌들을 입고있는 남자가 스투프에 앉아 있습니다. 남자는 그림자의 계단에 앉아 있습니다. 한 남자가 앞 단계에 앉아 있습니다.
1350948838.jpg| 수영장으로 점프하는 흑백 개. 젖은 검은 개가 수영장으로 뛰어 들어 공을 가져옵니다. 수영장으로 점프하는 흑백 개. 큰 수영장으로 점프하는 검은 개.
1351315701.jpg| 관중들이 보는 동안 검은 개와 흰 개가 잔디밭에서 흰 개 경주. 두 마리의 개, 핏불과 검은 래브라도는 나란히 달려갑니다. 두 마리의 개가 들판에서 경주를하고 사람들이 바라보고 있습니다. 검은 색과 흰 개가 잔디에 달려 있습니다.
1351500610.jpg| 두 명의 중년 남자가 바위로 둘러싸인 아름다운 해변에서 기쁨을 위해 점프하고 있습니다. 수영 트렁크를 착용 한 두 남자가 적당히 인구가 많은 해변에서 공중에서 점프합니다. 수영 트렁크를 착용 한 두 남자가 해변에서 공중에서 점프합니다. 바위가 많은 해변에서 두 사람이 흥분하게 뛰어 들었습니다.
1351594833.jpg| 한 남자가 보도에서 핫도그를 팔고 있으며, 많은 비둘기가 있습니다. 한 남자가 비둘기로 둘러싸인 우산 아래 의자에 앉아 있습니다. 우산 아래의 남자가 비둘기를보고 있습니다. 건물 외부의 새들.
1351635108.jpg| 골퍼는 나무로 둘러싸인 골프 코스에서 총을 맞을 준비를합니다. 티셔츠와 반바지를 입은 남자가 골프를하고 있습니다. 골프 코스에서 골프 라운드를하는 남자. 골프를하는 파란색 셔츠를 입은 백인.
1351764581.jpg| 자동차 엔진에 소방관을 사용하는 소방관. 잭에 작은 흰색 차의 후드에 물을 뿌린 소방관 소방관은 물을 사용하여 불에 타는 차를 소화합니다. 소방관이 차의 후드 아래에서 화재를 촉진합니다.
1351939717.jpg| 깃발과별로 장식 된 텐트 공간 아래 피크닉 테이블에 앉은 사람들이 그룹 한 그룹. 흰색 플라스틱 의자에 앉아있는 사람들이 피크닉을하고 있습니다. 한 무리의 사람들이 흰 텐트의 피크닉 테이블에 앉아 있습니다. 친구 나 가족은 바베큐에서 함께 합류했습니다.
135200870.jpg| 그릇에 달걀을 곁들인 분홍색을 입은 어린 소녀. 달콤한 아가씨가 아침 식사를 결정하는 것을 결정했습니다! 어린 소녀가 아침 식사를 돕고 있습니다. 그릇에 계란을 곁들인 유아.
1352231156.jpg| 파란색과 흰색 티셔츠를 입은 남자가 다른 남자와 흰색 재킷을 입은 나무를 들고 다니면서 여행합니다. 남자들은 길을 따라 나무를 운반하기 위해 고군분투하고 있습니다. 이 세 소년은 나무를 가지고 다니려고 노력하고 있습니다. 세 소년은 보도를 따라 나무 선반을 가지고 다닙니다.
135235570.jpg| 한 남자가 기념비와 깃발 앞에서 프리즈비를 던지고 있습니다. 한 남자가 워싱턴 기념관의 기초에서 박수를 치고 있습니다. 미국 국기로 뒷받침되는 들판에있는 남자. 한 남자가 게이트웨이 아치 앞에 서 있습니다.
1352398363.jpg| 잉크로 덮인 어린 소년은 흰 문 앞에 서 있습니다. 풀업에있는 어린 소년은 마커 잉크로 덮여 있습니다. 더러운 아이가 집에서 놀아요 소년은 마커로 덮여 있습니다.
1352410176.jpg| 어린 소녀가 바다 옆의 해변에서 그루터기를 걷고 있습니다. 어린 소녀가 모래 해변에서 통나무 줄을 따라 걷고 있습니다. 금발 소녀가 모래의 수직 통나무를 밟고 있습니다. 어린 소녀는 해변에서 나무 철탑에 균형을 이룹니다.
1352549200.jpg| 보라색 셔츠를 가진 어린 소녀, 물 풀이. 식물에 물을주는 호스를 들고있는 아이. 뒷마당에 아동에 물을주는 식물 소녀가 물 호스를 들고 있습니다.
1353009866.jpg| 고양이는 긴 바지와 분홍색 플립 플롭 신발을 신은 사람 근처에 앉아 있습니다. 오렌지 고양이는 핑크 플립 플롭의 소유자 옆에 서 있습니다. 분홍색 샌들을 입은 사람 옆에 앉아 고양이. 고양이는 옆에있는 사람을 쳐다 본다.
1353176657.jpg| 밝은 밝은 도시의 횡단 보도에서 기다리는 부부. 부부는 밤에 도시 거리를 건너기를 기다립니다. 길을 건너기 위해 기다리는 남자와 여자. 밤에 길을 건너는 부부.
1353425777.jpg| 노란 셔츠를 입은 사람이 다리에서 뻗어 있습니다. 다리에 뻗어있는 노란 셔츠를 가진 여자. 한 남자가 다리 옆의 보도에서 뻗어 있습니다. 다리에 뻗어있는 노란 셔츠를 입은 사람.
1354131040.jpg| 시장에서 물고기를 판매하는 콧수염이 달린 격자 무늬 셔츠를 입은 장. 어부는 매일 캐치를 전시하고 있으며 그의 제품은 신선합니다. 오래된 건물에 다른 품종의 물고기를 보여주는 남자 콧수염을 앓고있는 남자는 다양한 종류의 물고기를 판매합니다.
135426024.jpg| 오렌지 작업 장비의 여러 남자가 지하철에 서 있습니다. 도시 노동자들은 열차 트랙에서 유지 보수를하고 있습니다. 지하철 옆에 오렌지를 청소하는 남성. 근로자들은 철도 트랙을 청소하고 있습니다.
1354318519.jpg| 빨간 후드 탑에있는 소년이 그의 반사에서 멀리 보면서 웃고 있습니다. 부르고뉴 까마귀 미소에 금발 머리의 유아. 아기가 거울에 반성을 비웃습니다. 아기가 웃고 있습니다.
135436842.jpg| 지하철 직원은 휠체어에서 남자를 지하철로 돕고 있습니다. 휠체어에 장애인을 적재하는 노동자. 남자는 휠체어의 기차에 싣습니다. 지하철 근처에서 카트를 밀고있는 남자.
135444196.jpg| 바쁜 거리를 걷는 머리에 머리띠가 달린 분홍색 흰색과 주황색 드레스를 입은 여자. 분홍색 꼭대기와 갈색과 흰색 치마를 입고있는 어두운 피부를 가진 여성이 길을 건너고 있습니다. 그녀 앞에 어린 소년과 함께 거리에서 걷는 여자, 그리고 그녀의 뒤에있는 남자. 바쁜 거리를 걷는 빨간 흰색과 갈색 드레스의 여자.
135444722.jpg| 검은 셔츠를 입은 여자는 벽 앞에 물 한 병을 곁들인 그리스 글로 글을 쓰고 있습니다. 검은 머리로 검은 색을 입은 여성은 여러 언어로 글을 쓰고 벽 앞에 서 있습니다. 여자는 벽 앞에 물병을 들고있는 화가 나고있다. 여성 아프리카 계 미국인은 벽 앞에 푸른 물체를 들고 있으며 글을 쓰고 있습니다.
1354495198.jpg| 일부 어린 아이들은 일부 금속 파이프 주위에 서 있습니다. 아프리카 사람들이 가방을 받기를 기다리고 있습니다. 아이들은 깨끗한 물을 기다리는 수관 주위에 서 있습니다. 아프리카 소년 그룹이 수도관을보고 있습니다.
135515207.jpg| 잔디 위의 세 사람, 하나의 긁는 잎, 1 개는 잔디를 깎고, 다른 하나는 쓰레기 봉지 옆에 서 있습니다. 남자의 잔디 잔디를 깎는 동안 남자와 여자는 뒷마당을 청소하도록 돕고 있습니다. 두 청년과 마당을하는 여성은 차도 앞에서 녹색 잔디밭에서 일합니다. 다른 남자를 보는 남자와 여자는 잔디밭을 깎습니다.
1355224458.jpg| 노란색 셔츠와 검은 색 바지가있는 소년 용접. 노란 셔츠를 입은 청년이 금속을 용접합니다. 노란 셔츠를 입은 남자가 계단에 불꽃을 일으킨다. 그가 쪼그리고 앉을 때 약간의 자료를 태우는 노동자.
1355450069.jpg| 로프 안전 라인으로 암벽 위로 올라가는 셔츠가없는 남자 셔츠를 입지 않은 남자가 큰 바위의 측면을 오르고 있습니다. 셔츠가없는 사람은 바위를 오르고 있습니다. 남자가 벽을 올라가고 있습니다
1355703632.jpg| 십대 소녀가 경기 중에 소프트볼을 잡고 있습니다. 소녀가 소프트볼을 던지기 위해 감아냅니다. 피치를 만드는 여성 소프트볼 선수. 소프트볼을하는 아이들.
1355833561.jpg| 해변에서 오렌지 조끼를 입은 남자가 어린 아이를 공중으로 던져 넣습니다. 오렌지 조끼를 입은 남자가 아이를 공중에서 공중으로 던지는 사람 아이가 공중에 장난스럽게 던져지고 있습니다. 한 남자가 작은 아이를 공중에 던져 넣습니다.
1355935187.jpg| 푹신한 흰 개가 파란색 줄무늬 장애물에서 나옵니다. 흰 푸들 개는 파란 텐트에서 나옵니다. 텐트에서 부족한 작은 흰 개. 푸른 개가 푸른 텐트를 떠나는 흰 개.
1355945307.jpg| 빨간 차량은 흰색 원의 숫자 7을 가지고 있습니다. 남자는 트랙 주위에서 작은 빨간 경주 용 자동차를 운전하고 있습니다. 남자는 구식 레드 경주 용 자동차를 운전합니다. 경주 용 자동차 번호 7.
135608578.jpg| 직선으로 빨간색, 노란색 및 검은 색 셔츠를 입은 청년들은 스케치를 수행합니다. 어린이 그룹은 컬러 조명 아래에서 춤을 추고 악기를 연주합니다. 공연을하는 아이들의 그룹. 무대에있는 사람들의 그룹
135613639.jpg| 두 자녀, 소년과 소녀, 머리를 아래로 다리를 교차 시켰습니다. 두 아이가 인도 스타일에 앉아 땅을 쳐다보고 있습니다. 두 아이가 함께 바닥에 앉아 있습니다. 두 아이, 소녀와 소년이 함께 놀았습니다.
1356543628.jpg| 오렌지 셔츠와 분홍색 샌들의 소녀가 장비를 운반합니다. 캠핑 장비와 박제 갈색 개를 들고있는 어린 소녀. 소녀는 잔디를 많이 옮깁니다. 캠핑 장비를 들고 숲에있는 소녀
1356627150.jpg| 한 남자가 야외 모닥불에서 쪼그리고 앉은 음식을 요리하고 웃으며 웃었다. 모자와 샌들의 한 남자가 모닥불 위로 식사를 요리하고 있습니다. 쪼그리고 앉는 남자가 비가 오는 열린 불에 요리하고 있습니다. 녹색 셔츠를 입은 남자가 모닥불에서 요리하고 있습니다.
1356796100.jpg| 어린 소녀가 녹색 단풍을 통해 동맹합니다. 어린 소녀의 얼굴은 잎을 통해보고 있습니다. 소녀는 나무 위의 잎을 엿볼 수 있습니다. 소녀는 녹색 잎을 엿볼 수 있습니다.
1356895715.jpg| 오토바이는 산 도로를 따라 주차되어 있고 다른 하나는 길을 따라 내려갑니다. 검은 오토바이는 주차장에 주차되어 있고 다른 하나는 언덕 주위에 나옵니다. 잔디 가득한 언덕 앞 주차장에 주차 된 검은 모터 사이클. 언덕 옆 도로 옆에 주차 공간에 주차 된 오토바이.
1357689954.jpg| 소년은 조립식 벽을 암석하려고합니다. 등산 벽을 확장하는 하네스의 어린 소년. 등산 벽에 두려워하는 어린 소년. 소년은 암벽을 등반합니다.
1357724865.jpg| 폭포의 바닥에있는 물에 서있는 남자. 남자는 폭포 근처의 물 몸에 서 있습니다. 한 남자가 물에 젖어 폭포를 지켜 봅니다. 한 남자가 폭포 근처의 물에 서 있습니다.
1357753846.jpg| 검은 개가 물의 흐름을 걷고 있습니다. 검은 개가 물을 통과합니다. 검은 개가 물을 통과합니다. 시내를 건너는 검은 개
1358089136.jpg| 한 남자가 화창한 날에 모래로 만든 언덕을 서핑하려고합니다. 한 남자가 화창한 날에 거대한 모래 모래 언덕을 미끄러 뜨리고 있습니다. 남자가 모래 언덕 아래로 서핑하고 있습니다. 언덕 아래로 서핑하는 소년 모래
1358398144.jpg| 어린 소년이 큰 바위를 물 한 몸에 던져 넣습니다. 파란 셔츠를 입은 소년이 바위를 물에 던지는 소년. 어린 소년, 침착 한 물에 돌을 던지고 있습니다. 어린 소년은 바위를 물에 던져 넣습니다.
1358477469.jpg| 붉은 색의 안경을 쓴 남자는 금속 화격자 뒤에 팔이 접 힌다. 안경을 가진 남자는 새장 뒤에 사진을 찍습니다. 안경을 쓰고있는 남자는 와이어 게이트를 통해 보입니다. 울타리 나 새장 뒤에있는 남자.
1358892595.jpg| 입에 잎이 달린 붉은 칼라가있는 어린 강아지. 개는 입안에 무언가가있는 숲을 통과합니다. 개가 입에 물건을 잡고있는 동안 개가 달린다. 개는 잔디를 통해 장난감을 들고 있습니다.
1359101233.jpg| 긴 머리카락을 가진 개와 붉은 조끼가 잔디에서 뻗어 있습니다. 빨간 셔츠를 입은 황갈색 개가 잔디를 뚫고지나갑니다. 빨간 재킷에있는 개가 잔디에서 달리고 있습니다. 붉은 조끼의 개는 현장에서 달린다.
135911244.jpg| 야외 함대 차량에서 유니폼을 입은 두 장교. 골프 카트에서 유니폼 채팅을하는 두 장교. 카우보이 모자에있는 두 명의 경찰이 골프 카트를 타고 있습니다. 골프 카트에 앉아있는 두 장교.
135916133.jpg| 노란 셔츠와 황갈색 반바지를 입은 젊은 남자는 John Deere 트랙터 무버를 타고 마른 마당이나 들판을 움직입니다. 노란 셔츠를 입은 젊은이는 시골 지역으로 보이는 잔디를 깎고 있습니다. 사람은 기계식 잔디 절단기 차량을 운전하여 잔디를 자르고 있습니다. 노란색 티셔츠를 입은 남자는 John Deere Mower와 함께 잔디를 깎고 있습니다.
1359765497.jpg| 파란색 보안 조끼를 입은 유니폼을 입은 사람이 웃고 있습니다. 파란색 조끼가있는 웃는 보안 책임자. 어두운 피부 보안 담당자가 미소를 짓습니다. 경비원이 웃고 있습니다.
